Code,Country,City/Region,Lat,Long,Setting1,Description,Indoor / Outdoor,Cases,Logo,Index Date,Reference,Flu Season,Setting2,Setting3,"Setting 4:
Singing, Loud Talking etc",Setting5: Refrigeration,End Date,Date
USA118,United States,"Liberty Correctional Institution — Bristol, Fla.",41.681198,-72.939577,Prison,x,Indoor,220,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA119,United States,"Otero County Prison Facility — Chaparral, N.M.",32.002669,-106.390867,Prison,x,Indoor,220,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA12,United States,"Maine, United States",45.2433,-69.17107,Business meeting,x,Indoor,17,2,1583798400,NECN,yes,,,,,1601510400,"March 10, 2020"
USA120,United States,"Twin Towers jail — Los Angeles, Calif.",28.375283,-99.13556,Prison,x,Indoor,219,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA121,United States,"Deptford Center for Rehabilitation and Healthcare — Deptford, N.J.",39.811612,-75.121543,Rehabilitation / Medical,x,Indoor,218,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA122,United States,"Woodbridge Nursing Pavilion — Chicago, Ill.",41.88531,-87.62213,Nursing home,x,Indoor,218,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA123,United States,"Tyson Foods meat processing plant — Madison, Neb.",43.06956,-89.423861,Meat Processing,x,Indoor,212,6,1584403200,New York Times,Yes,,,x,x,1601510400,"March 17, 2020"
USA124,United States,"Andover Subacute & Rehabilitation II — Andover, N.J.",40.98593,-74.74211,Rehabilitation / Medical,x,Indoor,211,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA125,United States,"Symphony at Midway rehabillitation center — Chicago, Ill.",41.88531,-87.62213,Rehabilitation / Medical,x,Indoor,211,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA126,United States,"Van Cise-Simonet Detention Center — Denver, Colo.",42.01777,-93.31521,Prison,x,Indoor,211,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA127,United States,"Hamilton Correctional Institution — Jasper, Fla.",37.33616,-94.30134,Prison,x,Indoor,210,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA128,United States,"Plant Vogtle Units 3 & 4 nuclear power plant — Waynesboro, Ga.",33.080724,-81.986767,Power plant,x,Indoor,209,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA129,United States,"Preakness Healthcare Center nursing home — Wayne, N.J.",40.948689,-74.241168,Nursing home,x,Indoor,206,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA13,United States,"Boston, MA, United States",42.3555,-71.04861,Conference,Business conference and drinks,Indoor,100,6,1582675200,Biospace,yes,Party,,x,,1601510400,"February 26, 2020"
USA130,United States,"Allied Services Skilled Nursing Center — Scranton, Pa.",41.401881,-75.637626,Nursing home,x,Indoor,205,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA131,United States,"Christian Health Care Center — Wyckoff, N.J.",40.998387,-74.165733,Medical,x,Indoor,205,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA132,United States,"The Canterbury Care and Rehabilitation Center — Cedar Grove, N.J.",40.857049,-74.227109,Rehabilitation / Medical,x,Indoor,203,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA133,United States,"Central Reception and Assignment Facility — Trenton, N.J.",40.280531,-74.712018,Reception Facility,x,Indoor,202,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA134,United States,"Peterson Park Health Care Center — Chicago, Ill.",41.88531,-87.62213,Medical,x,Indoor,202,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA135,United States,"Aspen Paper Products manufacturing facility — Kansas City, Mo.",39.102404,-94.598583,Factory,x,Indoor,201,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA136,United States,"Yazoo Prison Complex — Yazoo City, Miss.",32.815898,-90.475849,Prison,x,Indoor,201,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA137,United States,"Richard P. LeBlanc Unit prison — Beaumont, Texas",30.149544,-94.158713,Prison,x,Indoor,200,6,1584403200,New York Times,Yes,,,,,1601510400,"March 17, 2020"
USA138,United States,"New Jersey State Prison — Trenton, N.J.",40.219155,-74.732283,Prison,x,Indoor,198,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA139,United States,"Clinton Nursing and Rehabilitation Center — Clinton, Md.",38.767115,-76.896885,Rehabilitation / Medical,x,Indoor,196,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA14,United States,"Westport, CT, United States",41.1219,-73.34014,Party,x,Indoor,17,2,1583366400,New York Times,yes,,,,,1601510400,"March 5, 2020"
USA140,United States,"Estelle Unit prison — Huntsville, Texas",30.846986,-95.597029,Rehabilitation / Medical,x,Indoor,194,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA141,United States,"Hackensack Meridian Health Nursing and Rehab — Hackensack, N.J.",40.889398,-74.045698,Rehabilitation / Medical,x,Indoor,194,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA142,United States,"Massachusetts Correctional Institution-Shirley — Shirley, Mass.",42.53978,-71.65859,Prison,x,Indoor,190,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA143,United States,"Symphony of Morgan Park rehabillitation center — Chicago, Ill.",41.88531,-87.62213,Rehabilitation / Medical,x,Indoor,190,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA144,United States,"Meadowbrook Rehabilitation — Bolingbrook, Ill.",41.705255,-88.055082,Rehabilitation / Medical,x,Indoor,188,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA145,United States,"CareOne at Ridgewood Avenue nursing home — Paramus, N.J.",40.944997,-74.068964,Nursing home,x,Indoor,187,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA146,United States,"Central Valley Meat plant — Hanford, Calif.",36.330034,-119.652006,Meat Processing,x,Indoor,187,6,1584489600,New York Times,Yes,,,x,x,1601510400,"March 18, 2020"
USA147,United States,"Quality Pork Processors/Hormel pork processing facility — Austin, Minn.",43.669994,-93.00275,Meat Processing,x,Indoor,186,6,1584489600,New York Times,Yes,,,x,x,1601510400,"March 18, 2020"
USA148,United States,"ManorCare Health Services nursing home — Wallingford, Pa.",39.896711,-75.370385,Nursing home,x,Indoor,185,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA149,United States,"St. Joseph's Skilled Nursing Center — Lawrenceville, N.J.",40.29733,-74.729605,Rehabilitation / Medical,x,Indoor,185,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA15,United States,"Albany, GA, United States",31.5807,-84.17833,Funeral,2 funerals,Indoor / Outdoor,20,2,1583020800,CNN,yes,,,,,1601510400,"March 1, 2020"
USA150,United States,"Redwood Springs Healthcare Center — Visalia, Calif.",36.303793,-119.375646,Rehabilitation / Medical,x,Indoor,183,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA151,United States,"Conestoga View Nursing and Rehabilitation — Lancaster, Pa.",40.03279,-76.307366,Rehabilitation / Medical,x,Indoor,181,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA152,United States,"Edna Mahan Correctional Facility for Women — Clinton, N.J.",40.63677,-74.90989,Prison,x,Indoor,181,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA153,United States,"Saint Elizabeths psychiatric hospital — Washington, D.C.",38.911936,-77.016719,Prison,x,Indoor,181,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA154,United States,"Transitions Healthcare Capitol City rehabilitation facility — Washington, D.C.",38.911936,-77.016719,Rehabilitation / Medical,x,Indoor,181,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA155,United States,"Los Angeles County state prison — Lancaster, Calif.",32.7057,-96.88729,Prison,x,Indoor,178,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA156,United States,"Neshaminy Manor Long Term Care Facility — Warrington, Pa.",40.227284,-75.1307,Medical,x,Indoor,178,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA157,United States,"Bartley Healthcare Nursing and Rehabilitation — Jackson, N.J.",40.139083,-74.27943,Rehabilitation / Medical,x,Indoor,177,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA158,United States,"California Institution for Women — Corona, Calif.",33.846441,-117.539125,Prison,x,Indoor,176,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA159,United States,"Fair Havens Center nursing home — Miami Springs, Fla.",25.82232,-80.289495,Nursing home,x,Indoor,176,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA16,United States,"Ketchum, ID, United States",43.6884,-114.3701,Bar,Party / Ski,Indoor,126,6,1583452800,New Yorker,yes,Party,Sports: Participation,x,,1601510400,"March 6, 2020"
USA160,United States,"Hudsonview Center for Rehabilitation and Healthcare — North Bergen, N.J.",40.80427,-74.01208,Rehabilitation / Medical,x,Indoor,176,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA161,United States,"Seaboard Triumph Foods pork processing plant — Sioux City, Iowa",42.494745,-96.399356,Meat Processing,x,Indoor,176,6,1584489600,New York Times,Yes,,,x,,1601510400,"March 18, 2020"
USA162,United States,"Ancora Psychiatric Center — Winslow, N.J.",39.654885,-74.868531,Medical,x,Indoor,175,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA163,United States,"AristaCare at Delaire rehabilitation center — Linden, N.J.",40.626953,-74.250939,Prison,x,Indoor,175,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA164,United States,"Corrigan-Radgowski Correctional Center — Uncasville, Conn.",41.43454,-72.1098,Prison,x,Indoor,175,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA165,United States,"Hunterdon Developmental Center — Clinton, N.J.",40.63677,-74.90989,Development Center,x,Indoor,175,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA166,United States,"Wallace Pack Unit — Navasota, Texas",30.383369,-96.008619,Factory,x,Indoor,175,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA167,United States,"Essex County jail — Newark, N.J.",40.74418,-74.17179,Prison,x,Indoor,174,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA168,United States,"James T. Vaughn Correctional Center — Smyrna, Del.",34.967907,-81.038608,Prison,x,Indoor,174,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA169,United States,"Oakland Rehabilitation and Healthcare Center — Oakland, N.J.",41.023402,-74.238623,Rehabilitation / Medical,x,Indoor,173,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA17,United States,"Lynnwood, WA, United States",47.8275,-122.30639,Dancing,Dancing,Indoor,15,2,1582416000,Herald,yes,,,x,,1601510400,"February 23, 2020"
USA170,United States,"Oregon State Penitentiary — Salem, Ore.",44.94878,-123.003655,Prison,x,Indoor,172,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA171,United States,"Vineland Developmental Center psychiatric hospital — Vineland, N.J.",39.43268,-75.017983,Medical,x,Indoor,172,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA172,United States,"Elevate Care Chicago North rehabilitation center — Chicago, Ill.",41.88531,-87.62213,Rehabilitation / Medical,x,Indoor,171,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA173,United States,"Greystone Psychiatric Hospital — Morris Plains, N.J.",40.82177,-74.48099,Medical,x,Indoor,171,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA174,United States,"LM Wind Power factory — Grand Forks, N.D.",47.866638,-97.141144,Factory,x,Indoor,171,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA175,United States,"Plainfield Correctional Facility — Plainfield, Ind.",39.70421,-86.39944,Prison,x,Indoor,171,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA176,United States,"Sinai Post-Acute Nursing & Rehab Center — Newark, N.J.",40.736101,-74.22509,Rehabilitation / Medical,x,Indoor,171,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA177,United States,"Arden House nursing home — Hamden, Conn.",41.372723,-72.938747,Nursing home,x,Indoor,170,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA178,United States,"J.F.K. Hartwyck at Edison Estates nursing home — Edison, N.J.",40.519753,-74.393444,Nursing home,x,Indoor,170,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA179,United States,"Symphony of Lincoln Park nursing home — Chicago, Ill.",41.88531,-87.62213,Nursing home,x,Indoor,170,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA18,United States,Gulf of the Farallones,37.75049,-122.75165,Ship: Cruise,Cruise Ship,Indoor,78,4,1581724800,Moriarty et al.,yes,,,,,1601510400,"February 15, 2020"
USA18,United States,"Marion Correctional Institution — Marion, Ohio",40.616604,-83.069296,Prison,x,Indoor,2439,13,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA180,United States,"V.A. New Jersey Health Care System — Lyons, N.J.",40.667382,-74.553908,Medical,x,Indoor,170,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA181,United States,"Smithfield Foods Farmer John meat processing facility — Vernon, Calif.",43.388128,-72.667873,Meat Processing,x,Indoor,169,6,1584489600,New York Times,Yes,,,x,x,1601510400,"March 18, 2020"
USA182,United States,"PruittHealth Palmyra nursing home — Albany, Ga.",31.560674,-84.176751,Nursing home,x,Indoor,168,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA183,United States,"Water's Edge Healthcare and Rehabilitation Center — Trenton, N.J.",40.014365,-74.914626,Rehabilitation / Medical,x,Indoor,168,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA184,United States,"Chapel Manor nursing home — Philadelphia, Pa.",40.126413,-75.161325,Nursing home,x,Indoor,166,6,1584489600,New York Times,Yes,,,,,1601510400,"March 18, 2020"
USA185,United States,"George's Inc. Ozark Mountain Poultry processing facility — Rogers, Ark.",37.432335,-76.601616,Meat Processing,x,Indoor,166,6,1584576000,New York Times,Yes,,,x,x,1601510400,"March 19, 2020"
USA186,United States,"Symphony of South Shore nursing home — Chicago, Ill.",41.88531,-87.62213,Nursing home,x,Indoor,166,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA187,United States,"Voorhees Center nursing home — Voorhees, N.J.",39.837449,-74.982553,Nursing home,x,Indoor,166,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA188,United States,"Berkshire Place Nursing and Rehabilitation Center — Providence, R.I.",41.843513,-71.425145,Rehabilitation / Medical,x,Indoor,165,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA189,United States,"ManorCare Health Services nursing home — Hinsdale, Ill.",41.800683,-87.928173,Nursing home,x,Indoor,165,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA19,United States,"Pickaway Correctional Institution — Scioto Township, Ohio",41.172402,-81.450184,Prison,x,Indoor,1791,13,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA190,United States,"Cranford Rehab & Nursing Center — Cranford, N.J.",40.654802,-74.304792,Rehabilitation / Medical,x,Indoor,164,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA191,United States,"Daughters of Miriam nursing home — Clifton, N.J.",40.877949,-74.141237,Nursing home,x,Indoor,164,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA192,United States,"Gallatin Center for Rehabilitation & Healing — Gallatin, Tenn.",39.897521,-93.934987,Rehabilitation / Medical,x,Indoor,164,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA193,United States,"Alaris Health at Hamilton Park nursing home — Jersey City, N.J.",40.73276,-74.075485,Nursing home,x,Indoor,163,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA194,United States,"DemKota Ranch Beef — Aberdeen, S.D.",45.476172,-98.410405,Meat Processing,x,Indoor,163,6,1584576000,New York Times,Yes,,,x,x,1601510400,"March 19, 2020"
USA195,United States,"Buckingham Correctional Center — Dillwyn, Va.",37.412369,-78.434926,Prison,x,Indoor,162,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA196,United States,"Danbury Prison Complex — Danbury, Conn.",29.589959,-95.271109,Prison,x,Indoor,162,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA197,United States,"ManorCare Health Services nursing home — Yeadon, Pa.",39.939002,-75.255461,Nursing home,x,Indoor,161,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA198,United States,"Soldiers Home in Holyoke veterans center and hospital — Holyoke, Mass.",42.213391,-72.65114,Medical,x,Indoor,161,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA199,United States,"Highland Place Rehab and Nursing Center — Shreveport, La.",32.576312,-93.782229,Rehabilitation / Medical,x,Indoor,160,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA2,United States,"Skagit County, WA, United States",48.4708,-121.80226,Choir,X,Indoor,45,3,1583798400,Los Angeles Times article,yes,,,x,,1601510400,"March 10, 2020"
USA20,United States,"Trousdale Turner Correctional Center — Hartsville, Tenn.",39.26755,-85.69804,Prison,x,Indoor,1315,13,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA200,United States,"Tomoka Correctional Institution — Daytona Beach, Fla.",29.220433,-81.043749,Prison,x,Indoor,159,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA201,United States,"Westbury Medical Care and Rehabilitation — Jackson, Ga.",33.319863,-83.981112,Rehabilitation / Medical,x,Indoor,159,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA202,United States,"Apalachee Correctional Institution — Sneads, Fla.",30.706434,-84.877446,Prison,x,Indoor,158,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA203,United States,"Buckingham Care and Rehabilitation — Norwood, N.J.",40.992921,-73.949747,Rehabilitation / Medical,x,Indoor,158,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA204,United States,"Niles Nursing and Rehabilitation Center — Niles, Ill.",42.031179,-87.811163,Rehabilitation / Medical,x,Indoor,158,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA205,United States,"The Citadel at Salisbury nursing home — Salisbury, N.C.",35.680441,-80.45316,Nursing home,x,Indoor,157,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA206,United States,"Turlock Nursing and Rehabilitation Center — Turlock, Calif.",37.474396,-120.875918,Rehabilitation / Medical,x,Indoor,157,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA207,United States,"California Gardens Nursing & Rehabilitation Center — Chicago, Ill.",41.88531,-87.62213,Rehabilitation / Medical,x,Indoor,156,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA208,United States,"CareOne at Morris nursing home — Parsippany, N.J.",40.852118,-74.407706,Nursing home,x,Indoor,156,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA209,United States,"George Beto Unit prison — Tennessee Colony, Texas",31.802787,-95.84481,Nursing home,x,Indoor,156,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA21,United States,"Lompoc Prison Complex — Lompoc, Calif.",34.629464,-120.336594,Prison,x,Indoor,1114,13,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA210,United States,"Greenwood House assisted living facility — Ewing, N.J.",40.260685,-74.812785,Prison,x,Indoor,156,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA211,United States,"Parkhouse Nursing and Rehabilitation Center — Royersford, Pa.",40.18427,-75.53796,Rehabilitation / Medical,x,Indoor,156,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA212,United States,"Sterling Health Care and Rehabilitation Center — Media, Pa.",39.918804,-75.399118,Rehabilitation / Medical,x,Indoor,156,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA213,United States,"Mayfield Care Center nursing home — Chicago, Ill.",41.784533,-87.769161,Nursing home,x,Indoor,153,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA214,United States,"Villa at Windsor Park nursing home — Chicago, Ill.",41.682737,-87.725812,Nursing home,x,Indoor,153,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA215,United States,"Brier Oak on Sunset nursing home — Los Angeles, Calif.",28.375283,-99.13556,Nursing home,x,Indoor,152,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA216,United States,"Hardeman County Correctional Facility — Whiteville, Tenn.",30.788251,-92.147622,Prison,x,Indoor,152,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA217,United States,"Riverside Health and Rehabilitation Center — East Hartford, Conn.",41.745564,-72.641634,Rehabilitation / Medical,x,Indoor,152,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA218,United States,"Rogelio Sanchez State Jail — El Paso, Texas",31.763608,-106.484592,Prison,x,Indoor,152,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA219,United States,"Hackensack Meridian Health Prospect Heights Care Center — Hackensack, N.J.",40.889398,-74.045698,Medical,x,Indoor,151,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA22,United States,"Smithfield Foods pork processing facility — Sioux Falls, S.D.",43.546358,-96.69063,Food processing,x,Indoor,1098,13,1584230400,New York Times,Yes,,,,x,1601510400,"March 15, 2020"
USA220,United States,"Orchard Park Health Care Center — Centennial, Colo.",42.01777,-93.31521,Medical,x,Indoor,151,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA221,United States,"Hamilton Continuing Care Center nursing home — Hamilton, N.J.",40.207057,-74.081251,Nursing home,x,Indoor,150,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA222,United States,"ManorCare Health Services nursing home — Easton, Pa.",40.746007,-75.225665,Nursing home,x,Indoor,150,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA223,United States,"Bayshore Health Care Center nursing home — Holmdel, N.J.",40.376408,-74.170037,Nursing home,x,Indoor,149,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA224,United States,"Massachusetts Treatment Center prison — Bridgewater, Mass.",41.973741,-70.976558,Prison,x,Indoor,149,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA225,United States,"Heritage Hall West Building nursing home — Agawam, Mass.",42.06954,-72.61481,Nursing home,x,Indoor,148,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA226,United States,"ManorCare Health Services nursing home — West Reading, Pa.",40.333704,-75.947432,Nursing home,x,Indoor,148,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA227,United States,"Morris View Healthcare Center nursing home — Morristown, N.J.",40.797024,-74.475889,Nursing home,x,Indoor,147,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA228,United States,"Avantara rehabilitation center — Long Grove, Ill.",42.198674,-88.041875,Rehabilitation / Medical,x,Indoor,146,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA229,United States,"The Heights of Summerlin skilled nursing — Las Vegas, Nev.",36.156526,-115.253974,Medical,x,Indoor,146,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA23,United States,"Cook County jail — Chicago, Ill.",41.88531,-87.62213,Prison,x,Indoor,1057,13,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA230,United States,"Collingswood Rehabilitation and Healthcare Center — Rockville, Md.",39.143979,-77.207617,Rehabilitation / Medical,x,Indoor,145,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA231,United States,"Community Care and Rehabilitation Center — Riverside, Calif.",33.99504,-117.373184,Rehabilitation / Medical,x,Indoor,145,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA232,United States,"Orchard View Manor nursing home — East Providence, R.I.",41.817624,-71.375382,Nursing home,x,Indoor,145,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA233,United States,"Atrium Post Acute Care senior center — Livingston, N.J.",40.787006,-74.325993,Nursing home,x,Indoor,144,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA234,United States,"Ellicott City Healthcare Center nursing home — Ellicott City, Md.",39.277149,-76.814351,Nursing home,x,Indoor,144,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA235,United States,"Emerson Health and Rehabilitation Center — Emerson, N.J.",40.973199,-74.021118,Rehabilitation / Medical,x,Indoor,144,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA236,United States,"Reception Diagnotic Center — Plainfield, Ind.",39.70421,-86.39944,Medical,x,Indoor,144,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA237,United States,"St. Joseph's Healthcare & Rehab Center — Cedar Grove, N.J.",40.857049,-74.227109,Rehabilitation / Medical,x,Indoor,144,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA238,United States,"Ellis Unit prison — Huntsville, Texas",30.846986,-95.597029,Prison,x,Indoor,143,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA239,United States,"Milan Prison Complex — Milan, Mich.",35.169101,-107.893451,Prison,x,Indoor,143,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA24,United States,"Chuckawalla Valley State Prison — Blythe, Calif.",33.736458,-114.687973,Prison,x,Indoor,1031,13,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA240,United States,"Morgantown Care & Rehabilitation Center — Morgantown, Ky.",37.20017,-86.685898,Rehabilitation / Medical,x,Indoor,143,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA241,United States,"North Central Correctional Complex — Marion, Ohio",40.616604,-83.069296,Prison,x,Indoor,143,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA242,United States,"Atrium Post Acute Care of Park Ridge — Park Ridge, N.J.",41.032868,-74.042948,Medical,x,Indoor,142,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA243,United States,"Fort Benning soldier training program — Columbus, Ga.",32.424399,-84.93974,Army Base,x,Indoor,142,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA244,United States,"Powder Springs Transitional Care and Rehab — Powder Springs, Ga.",33.859352,-84.65267,Rehabilitation / Medical,x,Indoor,142,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA245,United States,"Taylor Farms New England Plant food processing facility — North Kingstown, R.I.",41.586851,-71.464801,Food processing,x,Indoor,142,6,1584576000,New York Times,Yes,,,,x,1601510400,"March 19, 2020"
USA246,United States,"Ballenger Creek nursing home — Frederick, Md.",39.330004,-77.488383,Nursing home,x,Indoor,141,6,1584576000,New York Times,Yes,,,,,1601510400,"March 19, 2020"
USA247,United States,"Canyon Springs Post-Acute nursing home — San Jose, Calif.",37.189396,-121.705327,Nursing home,x,Indoor,141,6,1584662400,New York Times,Yes,,,,,1601510400,"March 20, 2020"
